id,name,alias,iata,icao,callsign,country,is_active
1769,"China United Airlines","","HR","CUA","LIANHANG","China",1
1770,"China Xinhua Airlines","","XO","CXH","XINHUA","China",0
1771,"Yunnan Airlines","","3Q","CYH","YUNNAN","China",1
1772,"Chinguetti Airlines","","","CGU","CHINGUETTI","Mauritania",0
1773,"Chipola Aviation","","","CEP","CHIPOLA","United States",0
1774,"Chippewa Air Commuter","","","CPW","CHIPPEWA-AIR","United States",0
1775,"Chitaavia","","X7","CHF","CHITA","Russia",0
1776,"Christman Air System","","","CAS","CHRISTMAN","United States",0
1777,"Christophorus Flugrettungsverein","","","OEC","CHRISTOPHORUS","Austria",0
1778,"Chrome Air Services","","","CHO","CHROME AIR","United States",0
1779,"Church Aircraft","","","CHU","CHURCHAIR","United States",0
1780,"Cielos Airlines","","A2","CIU","CIELOS","Peru",0
1781,"Cimber Air","","QI","CIM","CIMBER","Denmark",1
